,user,location,verified,followers,content,polarity
1029,AppleMusic,"Cupertino, CA",TRUE,"9,644,355",".@flumemusic's #TheDifference featuring @ToroyMoi stars in a new film for AirPods Pro.
Listen now:… https://t.co/TXNow9AJCF",0.136363636
616,billboard,,TRUE,"8,451,461",.@flumemusic &amp; @ToroyMoi unleashed the trippy new visual for #TheDifference https://t.co/Z6E3G05dka,0.068181818
1075,pitchfork,Chicago/NYC,TRUE,"3,316,686",New from @ToroYMoi and @FlumeMusic https://t.co/YN5rAeSS8P,0.136363636
723,iHeartRadio,United States,TRUE,"1,647,653",.@flumemusic and @ToroyMoi's latest bop 'The Difference' came just in time for spring 💫 https://t.co/F9gTvzmlvj,0.5
486,NME,London,TRUE,"906,269",This marks the pair's first-ever collaboration https://t.co/cZXuj4MTiW,
824,HYPEBEAST,,TRUE,"699,309","""Just another world that I gotta get a grip of and hold onto."" https://t.co/4eWljtLmto",
986,thefader,"New York, NY",TRUE,"682,105",".@flumemusic tells us about his new @ToroyMoi collaboration, “The Difference.”

https://t.co/nSlpjHOq9m https://t.co/jG3t3gGkui",0.136363636
682,triplej,Australia,TRUE,"534,654","@flumemusic returns with drum 'n' bass inspired track, 'The Difference' feat. @ToroyMoi https://t.co/2pv7g6lP06 https://t.co/vQooW9R4oM",-0.15
344,pandoramusic,,TRUE,"531,724","We've been waiting for a @flumemusic and @ToroyMoi collab 🤯 Spin the producer's new bop ""The Difference"" now: https://t.co/0o83BMLiPq",0.136363636
1105,kcrw,"Los Angeles, CA",TRUE,"505,344","🚨NEW MUSIC ALERT 🚨 @ToroyMoi and @flumemusic's ""The Difference"" is a deliciously sweet pop drum &amp; bass track. Take… https://t.co/XwZdZQipHp",0.112121212
649,DJmag,London,TRUE,"402,582",". @flumemusic will celebrate the ""three eras"" of his career to date with three special shows at @RedRocksCO https://t.co/kkU716mYsU",0.357142857
170,DJmag,London,TRUE,"402,582",". @flumemusic has dropped his collaboration with Toro Y Moi, 'The Difference'                  https://t.co/mZgo1USTMW",
425,DJmag,London,TRUE,"402,582",". @flumemusic has dropped his collaboration with Toro Y Moi, 'The Difference' https://t.co/mZgo1USTMW",
1073,stereogum,New York,TRUE,"344,459","Flume and Toro Y Moi team up on new single ""The Difference."" Watch the video: https://t.co/L84kvJodbE https://t.co/Q08na2Swgx",0.032467532
826,PigsAndPlans,"New York, NY",TRUE,"300,360","This new @flume x @ToroyMoi song and video is great. ""The Difference"" out now. 🎨☯️ https://t.co/zjy3FpA0g2",0.468181818
772,PasteMagazine,"Atlanta, GA",TRUE,"239,581","Flume (@flumemusic) and @toroymoi are at their most frenetic on ""The Difference"": https://t.co/KS06KmKf5v https://t.co/yYQsKQfstW",0.5
925,killthenoise,For Ezra,TRUE,"229,272",ok flume make some neurofunk then lets go,0.5
1018,consequence,New York / Chicago,TRUE,"215,748","See Flume and Toro y Moi team in the video for their new song ""The Difference"": https://t.co/wTP6W7qT29 https://t.co/KcToa8P49c",0.136363636
560,consequence,New York / Chicago,TRUE,"215,748",.@flume and @ToroyMoi link  https://t.co/wTP6W7qT29,
1056,dancingastro,"New York, NY",TRUE,"209,528","The D’n’B side of @flumemusic 🔥

He’s taking his first steps into the genre as the pairing between him &amp; @ToroyMoi… https://t.co/edGEDCpbZn",0.25
47,dancingastro,"New York, NY",TRUE,"209,528","new music is all that’s left

i_o
Arty
Flume
Lane 8
Brooks
Crankdat
BROHUG
Chris Lake
Jason Ross
Loud Luxury
Calvin… https://t.co/1r6xqA5GFi",0.136363636
760,TheEDMNetwork,The Universe,TRUE,"172,923","Are you excited that a new @flumemusic album is on the way⁉️😍
 
https://t.co/HtqTxa2ViP",0.255681818
569,WJAM999,"Tampa, FL",FALSE,"162,052",Flume and Toro Y Moi Share New Song “The Difference”: Listen https://t.co/7JSlA9uyZl https://t.co/Xt9kwOTSL6,0.136363636
412,brooklynvegan,"Brooklyn, NY",TRUE,"154,943","including songs by Kool Keith &amp; Thetan, Flume ft. Toro y Moi, Snail Mail, Sufjan Stevens &amp; Lowell Brams, Margo Pric… https://t.co/KwLXbU1cPH",
1126,GailSimone,LINDAAAAAAAAA!,FALSE,"154,488","""Dear Gwyneth Paltrow,

I would like to respectfully complain about this candle which I purchased from GOOP a fortn… https://t.co/3czayZMZ6v",0.5
1028,diymagazine,UK,TRUE,"134,947",.@flumemusic and @ToroyMoi have teamed up on new song 'The Difference' https://t.co/3ltS25Oe9e https://t.co/9tN7vRIkyr,0.136363636
988,YourEDM,,FALSE,"132,653","straight heat.

https://t.co/sShjA6sUtO",0.2
625,billboarddance,Instagram/FB: billboarddance,TRUE,"111,815",Watch the serenely trippy video for @flumemusic &amp; @ToroyMoi’s #TheDifference https://t.co/OP8SXzyZwF,
116,chilkathaiku,,FALSE,"96,612","flume comes tighten reciprocal my name receives preparing summarize,
#fakespeare ღ https://t.co/OoIPklyo23",
1019,ventsmagazine,Santo Domingo,FALSE,"96,294",FLUME UNVEILS “THE DIFFERENCE” WITH TORO Y MOI https://t.co/RHcgvcrLmX https://t.co/oYDr83mA8i,
329,audiomack,NYC,TRUE,"95,309","#NowTrending📈 

@flumemusic - ""The Difference"" ft. @ToroyMoi 

Listen here: https://t.co/Px566fDWHN https://t.co/vjzxJC3NtA",
763,illroots,App Store,TRUE,"94,897",FLUME - THE DIFFERENCE (FT. TORO Y MOI) (MUSIC VIDEO) https://t.co/gwX5nj3qgy [@flumemusic @ToroyMoi] https://t.co/aK8WrXbQ9j,
1116,wave105radio,"Solent area, UK",TRUE,"88,610",🌊🏊‍♀️ #Win a Kids Party for 10 at @SplashdownPoole - home to 13 thrilling indoor and outdoor flume rides and 3 unde… https://t.co/S01PrY7cyJ,0.525
814,UPROXX,,TRUE,"88,561",".@flumemusic and @ToroyMoi are a perfect pairing on their spirited new song, 'The Difference'… https://t.co/v2b5i4zUAc",0.545454545
981,bestfitmusic,"London, UK",FALSE,"75,744","Flume and Toro Y Moi team up for vibrant new cut ""The Difference"" https://t.co/nvulTmwvwF https://t.co/9sqTnAQlKG",0.151515152
139,hypebeastmusic,,TRUE,"74,799","""Just another world that I gotta get a grip of and hold onto."" https://t.co/NHXbq1R6es",
870,hypebeastmusic,,TRUE,"74,799","""Just another world that I gotta get a grip of and hold onto."" https://t.co/nB1dbd3Rnj",
1100,gorillavsbear,TX,TRUE,"69,741","check the @flumemusic + @ToroyMoi collab ""the difference""

https://t.co/TfWff1YUxc",
722,Paste_Music,"Atlanta, GA",FALSE,"67,764",New from @flumemusic and @ToroyMoi: https://t.co/dL1Ys4GC35,0.136363636
234,dream925fm,"Enugu, Nigeria",FALSE,"65,745",Np Flume - @flumemusic @theweeknd @MosesSumney  // #LateNights with @SoulSistaNeka  #ThirstyThursday https://t.co/JhocIVFZoU,
1050,SachaVibes,Vancouver/LA/MTL/France,FALSE,"65,620","So dope to see @flumemusic &amp; @ToroyMoi releasing DRUM &amp; BASS!!

SO glad this wasn't just a rumor, and as usual, wha… https://t.co/yOMZ8RIN2p",0.125
608,Popdust,NYC,TRUE,"58,967","Brisk and snappy, the ""The Difference"" feels like a jog outside on the first day that the winter blues make way for… https://t.co/BvXWboy7wz",0.125
485,bandt,"Sydney, Australia",TRUE,"56,975","Apple has unveiled its latest work flogging its (slightly too expensive) Airpods and, it has to be, said it’s some… https://t.co/DW4iq2QzVn",-0.055555556
568,POWER1079,"Los Angeles, CA",FALSE,"53,849",Flume and Toro Y Moi Share New Song “The Difference”: Listen https://t.co/zAV8CegdCh https://t.co/CWMRZYSN1O,0.136363636
473,indieshuffle,"Cape Town, SF, London, Sydney",FALSE,"53,136","Fucking amazing. @flumemusic and @ToroyMoi - ""The DIfference"" https://t.co/y93L1EtEHo https://t.co/2jiZsHLWlc",0.6
836,indieshuffle,"Cape Town, SF, London, Sydney",FALSE,"53,136","Fucking amazing. @flumemusic and @ToroyMoi - ""The DIfference"" https://t.co/y93L1EtEHo https://t.co/m0JdkgLmIb",0.6
511,indieshuffle,"Cape Town, SF, London, Sydney",FALSE,"53,136",From the archives: @flumemusic - What You Need | #electronic #house | https://t.co/djh02V59Wb https://t.co/7Euiktxiub,
716,indieshuffle,"Cape Town, SF, London, Sydney",FALSE,"53,136",From the archives: @disclosure - You &amp; Me (@flumemusic Remix) | #futuregarage # | https://t.co/SyF6dTT2wx https://t.co/TAKUY0cVwe,
391,Pinboard,,FALSE,"51,119",@Susan_Hennessey Just put bleach in the log flume https://t.co/3GOaY873Go,
1047,Edmism,Under The Electric Sky,FALSE,"47,818",Flume proves once again he’s a GOD https://t.co/RfMhVmz7bX,0.3
225,Edmism,Under The Electric Sky,FALSE,"47,818",Im so sad but this new Flume song is making me feel good too 😢 https://t.co/BBVmUttqqw,0.112121212
291,ThemePark,"Los Angeles, CA",FALSE,"47,715","The Disneyland Resort's theme parks will close to guests, effective Saturday, March 14, Disney announced today. https://t.co/faaA2ytmwV",0.6
338,ThemePark,"Los Angeles, CA",FALSE,"47,715",Dollywood postpones media day; Warner Park Madrid closes. The latest #COVID19 updates: https://t.co/cKE6moi6r9,0.5
370,ThemePark,"Los Angeles, CA",FALSE,"47,715",We are starting a new daily blog with the latest coronavirus travel news. https://t.co/cKE6moi6r9,0.159090909
1031,ThemePark,"Los Angeles, CA",FALSE,"47,715",The Disneyland Resort this morning revealed the opening date for its new Marvel-themed Avengers Campus at Disney Ca… https://t.co/aGJU3vxsYJ,0.136363636
13,ThemePark,"Los Angeles, CA",FALSE,"47,715",Six Flags parks join the list of closed and delayed theme parks due to #Covid19 https://t.co/9MY8B2xQzz,-0.1125
203,ThemePark,"Los Angeles, CA",FALSE,"47,715","And that's it. Walt Disney World is closing due to Covid-19, too, as is Disneyland Paris and the Disney Cruise Line. https://t.co/zk7w4vTjEk",-0.125
1203,ThemePark,"Los Angeles, CA",FALSE,"47,715","It's a tough time to be making travel plans. After all, it's hard to look forward to anything when all the stuff yo… https://t.co/eZNO8b1uqp",-0.340277778
38,ThemePark,"Los Angeles, CA",FALSE,"47,715",Knott's Berry Farm will close tomorrow through the end of the month and Carowinds and Kings Dominion have postponed… https://t.co/pXBwYpQa26,
189,ThemePark,"Los Angeles, CA",FALSE,"47,715","Universal Orlando announces that it will close its theme parks, starting Monday. The hotels and CityWalk will remai… https://t.co/8CwW5QCoRF",
196,ThemePark,"Los Angeles, CA",FALSE,"47,715",Rounding up the day's travel #coronavirus news: https://t.co/cKE6moi6r9,
231,ThemePark,"Los Angeles, CA",FALSE,"47,715","And now, @UniStudios Hollywood closes, too. https://t.co/v4HeKykNlB",
884,ThemePark,"Los Angeles, CA",FALSE,"47,715",ICYMI: Some perspective on the #Coronavirus crisis and how it's affecting travel and events. https://t.co/L0UK6rYbqR,
992,ThemePark,"Los Angeles, CA",FALSE,"47,715",The Tokyo Disney Resort and Universal Studios Japan today each announced that they will not reopen next Monday as p… https://t.co/iD4ek8YwMD,
611,ItsmeyoboiJose,Fresno CA,FALSE,"46,400",NEW FLUME !!!!! https://t.co/DEhO5C0RIY,0.136363636
846,RUNTHETRAP,"Chicago, IL",FALSE,"42,661",".@flumemusic and @ToroyMoi just dropped their drum &amp; bass collaboration, ""The Difference."" 😱😱

🎧 Listen Below ⬇️… https://t.co/FwyQzy1yW1",-0.15
930,VARIANCE,tulsa / usa,FALSE,"41,514","» @flumemusic + @ToroyMoi have shared a colorful new track ""The Difference,"" their first collaboration together:… https://t.co/OdLkwIA4GX",0.228787879
600,bmorrissey,NYC,FALSE,"40,800",No lines at the log flume https://t.co/XmoPXfdmd3,
549,celebritykimdot,United States,FALSE,"36,462","🔥 #Celebs #MusicTv Flume enlists Toro y Moi for new song, ‘The Difference’ https://t.co/54NedxCWwM",0.136363636
376,goando,東京,FALSE,"34,805","Flume “The Difference(feat. Toro y Moi)”

https://t.co/M2z3jv6NkX",
557,themusicnetwork,"Sydney, Australia",TRUE,"32,660",Harley Streten (@flumemusic) has loaned his new bop to Apple. https://t.co/WTrMuOxNbk,0.136363636
679,musicfeeds,Australia,TRUE,"31,723",".@flumemusic unveils new single ‘The Difference’ feat. @ToroyMoi 

https://t.co/YVIu0q5G1O https://t.co/7XO60ehyMT",0.032467532
1042,thissongissick_,"Denver, CO",FALSE,"30,149",Listen to @flumemusic &amp; @ToroyMoi’s dreamy new drum &amp; bass collab “The Difference” - https://t.co/dx3Sz8nEbS https://t.co/hmtt8zQNeJ,-0.006818182
742,wizzdom7,,FALSE,"28,815",Flume - The Difference (feat. Toro y Moi) – Single [iTunes Plus AAC M4A] - https://t.co/WAhhXBsUCI https://t.co/HgXKsVJmaF,-0.071428571
440,homeandhosed,Australia,TRUE,"27,087",With some Drum n Bass tinges and sneakily good ooooh-wooo-wooo melodies from @ToroyMoi it's another winner from… https://t.co/8pH7QhveTJ,0.275
580,magnetic_mag,"Hollywood, CA",FALSE,"21,724",".@flumemusic &amp; @ToroyMoi have teamed up on a new chill drum and bass collaboration ""The Difference"" via… https://t.co/y57E3XEHFx",-0.006818182
301,FMUOASL,"Dallas, Earth",FALSE,"21,651",@drewmichaelll Flume and aw are under aeg...,
143,Foliage_Reports,"Salem MA, New England",FALSE,"20,787","An adventure a day keeps the doctor away...
Flume Gorge covered Bridge in Franconia Notch State Park New Hampshire.… https://t.co/mtXFCVk0Wt",0.136363636
292,ThinkYouKnowMus,Everywhere,FALSE,"20,326","Music News           Watch the Serenely Trippy Video for the Flume @flumemusic &amp; Toro Y Moi's @ToroyMoi ""The Differ… https://t.co/fdzDP5CwCU",
88,cubsportmusic,"Brisbane, Australia",TRUE,"20,053",After listening to new Flume x Toro y Moi on repeat five times 😛,0.136363636
310,HESherman,New York NY,TRUE,"19,816","@CraigPospisil Yes, perhaps Splash Mountain is now a flume ride through Purell.",
757,BluePurpleMusic,The Netherlands,FALSE,"19,105",Watch the Serenely Trippy Video for the Flume &amp; Toro Y Moi’s ‘The Difference’ https://t.co/dHN8Qxz8mv #billboard… https://t.co/sgPnhf9q5z,
363,mbeKCRW,"Santa Monica, CA",TRUE,"17,206","We're loving this collab with @ToroyMoi + @flumemusic! Check out their new track✨

https://t.co/PKkbDqStN6",0.368181818
1215,philthese,"Los Angeles, CA",FALSE,"16,131",@bASS_brAtt123 Can’t wait for flume😌,
741,huhmagazine,London,FALSE,"15,096",Flume shares the visuals for “The Difference” feat. Toro y Moi https://t.co/cs06iptSbT,
887,WeAreIndieDance,"Nashville, TN",FALSE,"14,984","Flume Drops New Chill Drum &amp; Bass Collab With Toro Y Moi, ""The Difference"" https://t.co/0vodZtTz6b",-0.006818182
929,iamchristina_f,"Russia, Tatarstan,Kazan city",FALSE,"14,431",Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/knIe2fNr6H,
603,ooh_lalalivia,"Denver, CO",FALSE,"14,328",OMFG Flume is coming back to Red Rocks 😭😭😭🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼,
32,raverrafting,global,FALSE,"13,630",Flume &amp; Toro Y Moi Team Up on New D&amp;B Infused Single “The Difference” https://t.co/hgfF9ELhOI,0.032467532
719,Electric_Hawk,Somewhere Else,FALSE,"12,920","This is a PSA: Electric Hawk favorite, Flume, has just announced a 3-night run at Red Rocks Amphitheater in Denver,… https://t.co/pST8nUxgYo",0.25
293,Electric_Hawk,Somewhere Else,FALSE,"12,920","Music mastermind @flumemusic has paired up with @ToroyMoi to create the catchy drum and bass tune, “The Difference.… https://t.co/BNpE38z9Jg",-0.15
94,jwave,Tokyo,FALSE,"12,439",「THE DIFFERENCE (FEAT. TORO Y MOI)」 FLUME 18:08 https://t.co/3wTAUM8Hgs,
423,jwave,Tokyo,FALSE,"12,439",「THE DIFFERENCE」 FLUME FEAT.TORO Y MOI 21:14 https://t.co/Jo0zPT7wug,
268,bassdaddyethan,neptune bitch,FALSE,"11,820",all i can think about is not seeing flume and illenium right now i got a rave tonight at least to distract me from… https://t.co/fw7iSHmzzb,-0.007142857
233,bassdaddyethan,neptune bitch,FALSE,"11,820",i should have went to okee instead of buku highkey but all i could think about was seeing flume voyd and illneium HAHAHAHAHAHAH,
272,bassdaddyethan,neptune bitch,FALSE,"11,820",this didn’t age well if it’s rescheduled on labor day weekend i think that’s the same weekend at dancefestopia whic… https://t.co/RNMpFe2f3Z,
999,Gander_News_f5,Visit the Gander News Network at:,FALSE,"11,780",Flume and Toro Y Moi Share New Song “The Difference”: Listen https://t.co/Xi1DrgwHzw via @circleboom,0.136363636
481,heartednotes,The Netherlands,FALSE,"11,660",i was looking forward to this trip so much :( two weeks in the US to 4 different states to see sooo many of my frie… https://t.co/ZPoyVVpHwu,0.233333333
542,sembarimusic,ALL MY ♫ ↠,FALSE,"11,241",NEW FLUME! Let’s remix it 🥶 @flumemusic @ToroyMoi https://t.co/kzV9ZUQN1x,0.136363636
705,HexCougar,"Pasadena, CA",TRUE,"11,052",the new Flume X Toro y Moi track feels like sunshine and the smell of sunscreen mixed with cigarette smoke and ice cream aka summer in LA,0.068181818
56,TashaBaxter,Auditory Cortex ,TRUE,"10,447","Flume / toro y moi together is one thing, and then to flip the dnb/jungle tip... that was nice.",0.6
974,192,"Santiago, Chile",FALSE,"10,361",Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/9JqvJBqOEb,
202,PurpleCaliSkies,,FALSE,"10,344","The only complaint I have for Flume and Toro Y Moi's song, The Difference, is that its too fucking short. I wish th… https://t.co/1As6qIKdNS",-0.1
95,judeblay,"South London, Capsule Corp",FALSE,"10,153",Flume just released a banger with Toro y Moi sounds like it’s destined for FIFA 21,
192,yungchente97,"Texas, USA",FALSE,"9,482",YO FLUME SNAPPED WITH THAT POWERPUFF GIRLS SAMPLE OH MY GODDDDD,
134,Patrickavenell,"Sydney, New South Wales",TRUE,"9,450",#113 Rock It by Little Red is the second #2 to chart after #152 Rushing Back by Flume &amp; Vera Blue.,-0.0375
1010,ManNextDoor,Gáfete / Lx,FALSE,"9,320",Flume feat. Toro y Moi - The Difference https://t.co/CH9A7pjWoZ,
915,tanukimusic,📧 : tanukimusicmail@gmail.com,FALSE,"9,072",@killthenoise flume and neurofunk in the same sentence is fucking with my head,-0.3
700,TheDavidBowers,www.facebook.com/thedavidbowers,FALSE,"8,966",Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/QmX6LeS1A1 #newmusic #flume_fttoroymoi… https://t.co/4YWWZrOkO1,
93,clairejustineo,"England, United Kingdom",FALSE,"8,957","It’s A Bit To Windy For The Log Flume Just Yet: Welcome To The Weekend Link Up. Hello friends, it has been so windy… https://t.co/q0qnxcC5Ub",0.8
97,clairejustineo,"England, United Kingdom",FALSE,"8,957",It's A Bit To Windy For The Log Flume Just Yet #WeekendLinkUp https://t.co/DNCclLxzBi https://t.co/ckZtY50Wdu,
516,bjeaglefeather,Cape Town,FALSE,"8,307","https://t.co/iUWrXfTM8q Flume Talks ""The Difference"" ft. Toro y Moi, Teases New Album in Apple Music Interview: Las… https://t.co/rQqZBENqCr",0.136363636
874,bjeaglefeather,Cape Town,FALSE,"8,307","Your EDM Flume Drops New Chill Drum &amp; Bass Collab With Toro Y Moi, “The Difference”: Flume has proven time and time… https://t.co/tI7MNRtmV0",-0.006818182
1161,zdanz,"New York, NY",TRUE,"8,258","I forgot how stressful roller coaster tycoon is, here I am with insomnia trying to figure out my price point for log flume tickets.",
966,GRRLmusic,"Durham, NC ",FALSE,"8,087",I love Flume drum &amp; bass,0.175
776,DefinitiveUS,,FALSE,"8,009",Flume - War Dub,
777,DefinitiveUS,,FALSE,"8,009",@killthenoise Did you just send for flume?,
578,undertheradarnz,New Zealand,FALSE,"7,886",".@flumemusic and @ToroyMoi have joined forces for a sun-fried, breakbeat-driven collaborative cut.
https://t.co/geiODCt72s",
